player,hoop_math_player_name,school,hoop_math_school,season,hm_fag,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent
Woody Newton,Woody Newton,Syracuse,Syracuse,2020-21,28.000000000000004,0.597,0.589,0.25,0.7140000000000001,0.8,0.107,0.33299999999999996,1,0.643,0.389,0.7140000000000001,0.28600000000000003,0.625
Buddy Boeheim,Buddy Boeheim,Syracuse,Syracuse,2020-21,374,0.559,0.536,0.086,0.562,0.5,0.37200000000000005,0.48200000000000004,0.239,0.5429999999999999,0.379,0.857,0.142,0.8490000000000001
Alan Griffin,Alan Griffin,Syracuse,Syracuse,2020-21,305,0.556,0.52,0.19699999999999998,0.7170000000000001,0.465,0.285,0.379,0.364,0.518,0.348,0.782,0.187,0.912
Quincy Guerrier,Quincy Guerrier,Syracuse,Syracuse,2020-21,296,0.557,0.532,0.557,0.624,0.5920000000000001,0.19899999999999998,0.33899999999999997,0.25,0.243,0.319,0.9570000000000001,0.341,0.6729999999999999
Kadary Richmond,Kadary Richmond,Syracuse,Syracuse,2020-21,141,0.527,0.48200000000000004,0.40399999999999997,0.596,0.08800000000000001,0.44,0.355,0.091,0.156,0.364,0.875,0.418,0.7120000000000001
Jesse Edwards,Jesse Edwards,Syracuse,Syracuse,2020-21,26,0.521,0.462,0.654,0.588,0.8,0.34600000000000003,0.222,0,0,NA,NA,0.5379999999999999,0.7140000000000001
Robert Braswell,Robert Braswell,Syracuse,Syracuse,2020-21,79,0.514,0.475,0.165,0.769,0.7,0.10099999999999999,0.25,1,0.7340000000000001,0.293,0.882,0.228,0.833
Joseph Girard,Joseph Girard III,Syracuse,Syracuse,2020-21,258,0.48400000000000004,0.45299999999999996,0.124,0.43799999999999994,0.28600000000000003,0.295,0.368,0.107,0.581,0.33299999999999996,0.62,0.19399999999999998,0.78
John Bol Ajak,John Bol Ajak,Syracuse,Syracuse,2020-21,4,0.25,0.25,0.25,0,NA,0.75,0.33299999999999996,1,0,NA,NA,0,NA
Kevin Samuel,Kevin Samuel,Texas Christian,Texas Christian,2020-21,160,0.584,0.625,0.794,0.693,0.58,0.20600000000000002,0.364,0.33299999999999996,0,NA,NA,0.488,0.385
Francisco Farabello,Francisco Farabello,Texas Christian,Texas Christian,2020-21,39,0.58,0.603,0.231,0.444,0.5,0.026000000000000002,0,NA,0.7440000000000001,0.44799999999999995,0.769,0.128,0.2
Jaedon Ledee,Jaedon LeDee,Texas Christian,Texas Christian,2020-21,91,0.58,0.5379999999999999,0.418,0.789,0.433,0.5379999999999999,0.38799999999999996,0.474,0.044000000000000004,0,NA,0.5489999999999999,0.7
Mike Miles,Mike Miles,Texas Christian,Texas Christian,2020-21,286,0.527,0.484,0.33899999999999997,0.495,0.188,0.262,0.387,0.138,0.39899999999999997,0.36,0.7559999999999999,0.262,0.8270000000000001
Taryn Todd,Taryn Todd,Texas Christian,Texas Christian,2020-21,104,0.509,0.5,0.35600000000000004,0.514,0.316,0.192,0.3,0.33299999999999996,0.452,0.38299999999999995,0.9440000000000001,0.221,0.565
RJ Nembhard,RJ Nembhard,Texas Christian,Texas Christian,2020-21,320,0.508,0.45799999999999996,0.322,0.573,0.33899999999999997,0.33799999999999997,0.29600000000000004,0.188,0.341,0.33899999999999997,0.8109999999999999,0.33799999999999997,0.778
PJ Fuller,PJ Fuller,Texas Christian,Texas Christian,2020-21,126,0.5,0.46,0.42100000000000004,0.547,0.379,0.111,0.14300000000000002,0,0.46799999999999997,0.305,1,0.317,0.725
Terren Frank,Terren Frank,Texas Christian,Texas Christian,2020-21,27,0.49100000000000005,0.5,0.222,0.33299999999999996,0.5,0.29600000000000004,0.5,0.5,0.48100000000000004,0.385,1,0.037000000000000005,0
Kevin Easley,Kevin Easley,Texas Christian,Texas Christian,2020-21,106,0.48600000000000004,0.44799999999999995,0.34,0.611,0.818,0.179,0.316,0.5,0.48100000000000004,0.255,0.9229999999999999,0.264,0.75
Mickey Pearson,Mickey Pearson,Texas Christian,Texas Christian,2020-21,22,0.44600000000000006,0.455,0.318,0.857,0.667,0.091,0.5,0,0.591,0.154,1,0.364,0.375
Brendan Barry,Brendan Barry,Temple,Temple,2020-21,78,0.65,0.622,0.038,0.33299999999999996,0,0.141,0.364,0.25,0.821,0.45299999999999996,0.7240000000000001,0.179,0.929
Nick Jourdain,Nick Jourdain,Temple,Temple,2020-21,24,0.601,0.604,0.5,0.5,0.833,0.20800000000000002,0.2,1,0.292,0.7140000000000001,1,0.375,0.556
Jake Forrester,Jake Forrester,Temple,Temple,2020-21,98,0.6,0.5710000000000001,0.5710000000000001,0.732,0.6829999999999999,0.429,0.35700000000000004,0.5329999999999999,0,NA,NA,0.5820000000000001,0.667
Jeremiah Williams,Jeremiah Williams,Temple,Temple,2020-21,122,0.511,0.48,0.336,0.7070000000000001,0.379,0.385,0.27699999999999997,0.231,0.27899999999999997,0.324,1,0.39299999999999996,0.6459999999999999
De'Vondre Perry,De'Vondre Perry,Temple,Temple,2020-21,103,0.507,0.49,0.223,0.565,0.462,0.282,0.414,0.5,0.495,0.33299999999999996,1,0.214,0.636
J.P. Moorman,J.P. Moorman II,Temple,Temple,2020-21,106,0.504,0.486,0.17,0.556,0.6,0.33,0.371,0.308,0.5,0.358,0.8420000000000001,0.179,0.684
Khalif Battle,Khalif Battle,Temple,Temple,2020-21,146,0.48600000000000004,0.428,0.267,0.48700000000000004,0.316,0.233,0.265,0.556,0.5,0.315,0.826,0.342,0.8
Damian Dunn,Damian Dunn,Temple,Temple,2020-21,137,0.468,0.34700000000000003,0.226,0.516,0.375,0.5770000000000001,0.304,0.41700000000000004,0.19699999999999998,0.185,0.6,0.752,0.767
Quincy Ademokoya,Quincy Ademokoya,Temple,Temple,2020-21,25,0.451,0.44,0.08,1,0.5,0.04,0,NA,0.88,0.273,0.667,0.04,1
Tai Strickland,Tai Strickland,Temple,Temple,2020-21,17,0.302,0.17600000000000002,0.47100000000000003,0.25,0,0.235,0.25,0,0.294,0,NA,0.765,0.615
Arashma Parks,Arashma Parks,Temple,Temple,2020-21,10,0.183,0.2,0.7,0.14300000000000002,1,0.3,0.33299999999999996,1,0,NA,NA,0.2,0
John Fulkerson,John Fulkerson,Tennessee,Tennessee,2020-21,169,0.5740000000000001,0.527,0.5329999999999999,0.7,0.6509999999999999,0.45,0.342,0.462,0.018000000000000002,0,NA,0.467,0.747
Jaden Springer,Jaden Springer,Tennessee,Tennessee,2020-21,227,0.5700000000000001,0.511,0.344,0.654,0.392,0.45399999999999996,0.34,0.257,0.203,0.435,0.85,0.441,0.81
Santiago Vescovi,Santiago Vescovi,Tennessee,Tennessee,2020-21,183,0.5700000000000001,0.5329999999999999,0.08199999999999999,0.467,0,0.142,0.423,0.182,0.7759999999999999,0.373,0.9059999999999999,0.268,0.816
Olivier Nkamhoua,Olivier Nkamhoua,Tennessee,Tennessee,2020-21,46,0.557,0.565,0.63,0.7929999999999999,0.7829999999999999,0.37,0.17600000000000002,0.33299999999999996,0,NA,NA,0.196,0.444
Victor Bailey,Bailey Victor,Tennessee,Tennessee,2020-21,241,0.542,0.5,0.17800000000000002,0.581,0.4,0.245,0.424,0.4,0.5770000000000001,0.33799999999999997,0.9570000000000001,0.266,0.828
Yves Pons,Yves Pons,Tennessee,Tennessee,2020-21,193,0.538,0.51,0.233,0.778,0.6,0.446,0.442,0.5,0.321,0.27399999999999997,1,0.19699999999999998,0.789
Keon Johnson,Keon Johnson,Tennessee,Tennessee,2020-21,247.00000000000003,0.519,0.47600000000000003,0.389,0.583,0.41100000000000003,0.41700000000000004,0.408,0.262,0.19399999999999998,0.271,1,0.409,0.703
Josiah-Jordan James,Josiah-Jordan James,Tennessee,Tennessee,2020-21,177,0.507,0.469,0.237,0.5479999999999999,0.174,0.249,0.409,0.444,0.514,0.308,0.929,0.254,0.778
Uros Plavsic,Uros Plavsic,Tennessee,Tennessee,2020-21,15,0.45599999999999996,0.467,0.5329999999999999,0.625,0.4,0.467,0.28600000000000003,1,0,NA,NA,0.667,0.4
E.J. Anosike,E.J. Anosike,Tennessee,Tennessee,2020-21,38,0.4,0.342,0.632,0.41700000000000004,0.7,0.368,0.214,0.33299999999999996,0,NA,NA,0.526,0.6
Davonte Gaines,Davonte Gaines,Tennessee,Tennessee,2020-21,9,0.378,0.222,0.556,0.4,0.5,0.111,0,NA,0.33299999999999996,0,NA,2.222,0.5
Kamaka Hepa,Kamaka Hepa,Texas,Texas,2020-21,18,0.704,0.722,0.055999999999999994,0,NA,0.055999999999999994,1,1,0.889,0.5,1,0.055999999999999994,0
Jericho Sims,Jericho Sims,Texas,Texas,2020-21,137,0.65,0.6859999999999999,0.8390000000000001,0.748,0.64,0.153,0.381,0.25,0.006999999999999999,0,NA,0.73,0.52
Kai Jones,Kai  Jones,Texas,Texas,2020-21,143,0.646,0.626,0.58,0.747,0.613,0.182,0.308,0.375,0.23800000000000002,0.382,0.615,0.517,0.6890000000000001
Matt Coleman,Matt Coleman III,Texas,Texas,2020-21,260,0.602,0.5670000000000001,0.304,0.6579999999999999,0.096,0.258,0.46299999999999997,0.065,0.43799999999999994,0.377,0.698,0.28800000000000003,0.813
Jase Febres,Jase Febres,Texas,Texas,2020-21,56.00000000000001,0.587,0.5710000000000001,0.018000000000000002,1,1,0.071,0.25,0,0.9109999999999999,0.392,0.9,0.071,1
Greg Brown,Greg Brown,Texas,Texas,2020-21,193,0.535,0.49700000000000005,0.38299999999999995,0.541,0.5,0.145,0.39299999999999996,0.364,0.47200000000000003,0.33,0.867,0.373,0.708
Andrew Jones,Andrew Jones,Texas,Texas,2020-21,316,0.533,0.491,0.285,0.522,0.27699999999999997,0.212,0.40299999999999997,0.222,0.503,0.34,0.667,0.263,0.831
Courtney Ramey,Courtney Ramey,Texas,Texas,2020-21,268,0.522,0.474,0.31,0.42200000000000004,0.28600000000000003,0.261,0.28600000000000003,0.1,0.429,0.41700000000000004,0.604,0.287,0.831
Royce Hamm,Hamm Royce,Texas,Texas,2020-21,36,0.515,0.542,0.833,0.5670000000000001,0.588,0.111,0.25,0,0.055999999999999994,0.5,1,0.278,0.3
Gerald Liddell,Gerald Liddell,Texas,Texas,2020-21,14.000000000000002,0.445,0.5,0.429,0.5,0.667,0.071,1,1,0.5,0.28600000000000003,1,0.429,0.16699999999999998
Donovan Williams,Donovan Williams,Texas,Texas,2020-21,56.00000000000001,0.394,0.33899999999999997,0.321,0.389,0.429,0.268,0.4,0,0.41100000000000003,0.174,1,0.23199999999999998,0.846
Brock Cunningham,Brock Cunningham,Texas,Texas,2020-21,47,0.39,0.37200000000000005,0.17,0.5,0.5,0.064,0,NA,0.7659999999999999,0.25,0.889,0.191,0.556
Emanuel Miller,Emanuel Miller,Texas A&M,Texas A&M,2020-21,175,0.63,0.5710000000000001,0.491,0.733,0.47600000000000003,0.474,0.446,0.568,0.034,0,NA,0.531,0.8170000000000001
Quenton Jackson,Quenton Jackson,Texas A&M,Texas A&M,2020-21,134,0.594,0.563,0.425,0.649,0.568,0.157,0.19,0.25,0.418,0.41100000000000003,0.826,0.381,0.725
Luke McGhee,Luke McGhee,Texas A&M,Texas A&M,2020-21,5,0.588,0.6,0.8,0.75,0.667,0.2,0,NA,0,NA,NA,0.4,0.5
Kevin Marfo,Kevin Marfo,Texas A&M,Texas A&M,2020-21,28.000000000000004,0.551,0.46399999999999997,0.75,0.47600000000000003,0.4,0.214,0.5,0.33299999999999996,0.036000000000000004,0,NA,0.9640000000000001,0.7040000000000001
Savion Flagg,Savion Flagg,Texas A&M,Texas A&M,2020-21,132,0.51,0.48100000000000004,0.25,0.667,0.5,0.212,0.35700000000000004,0.2,0.5379999999999999,0.29600000000000004,0.905,0.242,0.7190000000000001
Jaxson Robinson,Jaxson Robinson,Texas A&M,Texas A&M,2020-21,31,0.477,0.484,0.09699999999999999,1,0.667,0,NA,NA,0.903,0.28600000000000003,1,0.032,0
Hayden Hefner,Hayden Hefner,Texas A&M,Texas A&M,2020-21,31,0.4710000000000001,0.452,0.129,0.5,0.5,0.032,0,NA,0.8390000000000001,0.308,1,0.129,0.75
Jay Jay Chandler,Jay Jay Chandler,Texas A&M,Texas A&M,2020-21,138,0.464,0.428,0.18100000000000002,0.56,0.28600000000000003,0.16699999999999998,0.391,0,0.652,0.267,0.75,0.18100000000000002,0.84
Andre Gordon,Andre Gordon,Texas A&M,Texas A&M,2020-21,153,0.44800000000000006,0.42200000000000004,0.255,0.513,0.3,0.34,0.308,0.188,0.405,0.306,0.632,0.196,0.7
Hassan Diarra,Hassan Diarra,Texas A&M,Texas A&M,2020-21,103,0.44800000000000006,0.41700000000000004,0.301,0.516,0.188,0.252,0.231,0.16699999999999998,0.447,0.304,0.7140000000000001,0.29100000000000004,0.633
Jonathan Aku,Jonathan Aku,Texas A&M,Texas A&M,2020-21,25,0.4280000000000001,0.36,0.6,0.467,0.857,0.4,0.2,0.5,0,NA,NA,1.04,0.5379999999999999
LaDamien Bradford,LaDamien Bradford,Texas A&M,Texas A&M,2020-21,10,0.162,0.1,0.4,0.25,1,0.2,0,NA,0.4,0,NA,0.5,0.4
Avery Benson,Avery Benson,Texas Tech,Texas Tech,2020-21,14.000000000000002,0.722,0.857,0.35700000000000004,0.6,0.33299999999999996,0.071,0,NA,0.5710000000000001,0.75,1,0.5,0.14300000000000002
Tyreek Smith,Tyreek Smith,Texas Tech,Texas Tech,2020-21,42,0.6689999999999999,0.679,0.667,0.75,0.7140000000000001,0.14300000000000002,0.5,0.667,0.19,0.375,1,0.667,0.607
Kyler Edwards,Kyler Edwards,Texas Tech,Texas Tech,2020-21,215,0.5680000000000001,0.53,0.191,0.488,0.5,0.209,0.289,0.385,0.6,0.419,0.7959999999999999,0.316,0.779
Marcus Santos-Silva,Marcus Santos-Silva,Texas Tech,Texas Tech,2020-21,182,0.548,0.5379999999999999,0.5820000000000001,0.66,0.5429999999999999,0.41200000000000003,0.373,0.429,0.005,0,NA,0.35200000000000004,0.578
Mac McClung,Mac McClung,Texas Tech,Texas Tech,2020-21,346,0.538,0.48700000000000004,0.237,0.537,0.205,0.379,0.435,0.158,0.384,0.33799999999999997,0.711,0.373,0.7829999999999999
Chibuzo Agbo,Chibuzo Agbo,Texas Tech,Texas Tech,2020-21,37,0.521,0.514,0.135,0.6,1,0.21600000000000003,0.5,0.25,0.649,0.33299999999999996,1,0.18899999999999997,0.5710000000000001
Clarence Nadolny,Clarence Nadolny,Texas Tech,Texas Tech,2020-21,28.999999999999996,0.507,0.44799999999999995,0.276,0.625,0.4,0.172,0.4,0,0.552,0.25,1,0.828,0.625
Kevin McCullar,Kevin McCullar,Texas Tech,Texas Tech,2020-21,173,0.501,0.45399999999999996,0.364,0.603,0.474,0.37,0.32799999999999996,0.381,0.266,0.28300000000000003,0.9229999999999999,0.41,0.7040000000000001
Jamarius Burton,Jamarius Burton,Texas Tech,Texas Tech,2020-21,86,0.47400000000000003,0.442,0.244,0.524,0.455,0.442,0.395,0.2,0.314,0.29600000000000004,0.75,0.221,0.737
Nimari Burnett,Nimari Burnett,Texas Tech,Texas Tech,2020-21,47,0.4280000000000001,0.287,0.255,0.33299999999999996,0.5,0.298,0.35700000000000004,0,0.447,0.14300000000000002,1,0.617,0.862
Micah Peavy,Micah Peavy,Texas Tech,Texas Tech,2020-21,156,0.4710000000000001,0.46799999999999997,0.532,0.542,0.511,0.449,0.4,0.214,0.019,0,NA,0.244,0.474
Jaylen Forbes,Jaylen  Forbes,Tulane,Tulane,2020-21,278,0.555,0.486,0.212,0.45799999999999996,0.593,0.24100000000000002,0.358,0.5,0.547,0.368,0.875,0.475,0.818
Sion James,Sion James,Tulane,Tulane,2020-21,102,0.513,0.466,0.588,0.5329999999999999,0.344,0.16699999999999998,0.294,0.4,0.245,0.28,0.857,0.588,0.65
R.J. McGee,R.J. McGee,Tulane,Tulane,2020-21,74,0.502,0.419,0.419,0.484,0.5329999999999999,0.068,0.2,1,0.514,0.263,0.9,0.5,0.8109999999999999
Jordan Walker,Jordan Walker,Tulane,Tulane,2020-21,266,0.502,0.457,0.28600000000000003,0.579,0.22699999999999998,0.35700000000000004,0.326,0.09699999999999999,0.35700000000000004,0.326,0.774,0.259,0.826
Tylan Pope,Tylan Pope,Tulane,Tulane,2020-21,111.00000000000001,0.48600000000000004,0.446,0.6579999999999999,0.589,0.6509999999999999,0.27899999999999997,0.161,0.8,0.063,0.14300000000000002,1,0.45,0.64
Nobal Days,Nobal Days,Tulane,Tulane,2020-21,33,0.48000000000000004,0.455,0.273,0.667,0.16699999999999998,0.455,0.4,0.833,0.273,0.222,0.5,0.485,0.562
Kevin Cross,Kevin Cross,Tulane,Tulane,2020-21,144,0.45599999999999996,0.396,0.41700000000000004,0.517,0.387,0.264,0.289,0.364,0.319,0.217,1,0.444,0.703
Gabe Watson,Gabe Watson,Tulane,Tulane,2020-21,187,0.43700000000000006,0.41700000000000004,0.198,0.568,0.23800000000000002,0.358,0.358,0.25,0.444,0.265,0.818,0.134,0.72
Jadan Coleman,Jadan Coleman,Tulane,Tulane,2020-21,62,0.404,0.387,0.065,0.75,0.667,0.21,0.231,0.33299999999999996,0.726,0.267,1,0.081,0.8
Darien Jackson,Darien Jackson,Tulsa,Tulsa,2020-21,107,0.6629999999999999,0.654,0.7659999999999999,0.768,0.556,0.037000000000000005,0.25,0,0.196,0.19,1,0.327,0.6859999999999999
Elijah Joiner,Elijah Joiner,Tulsa,Tulsa,2020-21,162,0.5740000000000001,0.509,0.37,0.7,0.214,0.185,0.2,0,0.444,0.319,0.7829999999999999,0.5429999999999999,0.784
Austin Richie,Austin Richie,Tulsa,Tulsa,2020-21,130,0.545,0.535,0.077,0.5,0.4,0.138,0.5,0.667,0.785,0.363,0.973,0.092,0.75
Emmanuel Ugboh,Emmanuel Ugboh,Tulsa,Tulsa,2020-21,52,0.536,0.5579999999999999,0.615,0.688,0.636,0.385,0.35,0.5710000000000001,0,NA,NA,0.423,0.409
Brandon Rachal,Brandon Rachal,Tulsa,Tulsa,2020-21,262,0.528,0.489,0.41200000000000003,0.63,0.324,0.21,0.273,0.4,0.37799999999999995,0.303,0.7,0.359,0.723
Rey Idowu,Rey Idowu,Tulsa,Tulsa,2020-21,135,0.531,0.526,0.385,0.654,0.706,0.615,0.446,0.514,0,NA,NA,0.48100000000000004,0.523
Keyshawn Embery-Simpson,Keyshawn Embery-Simpson,Tulsa,Tulsa,2020-21,150,0.48900000000000005,0.47700000000000004,0.233,0.5710000000000001,0.55,0.193,0.379,0.455,0.573,0.314,0.9259999999999999,0.207,0.581
Curtis Haywood,Curtis Haywood II,Tulsa,Tulsa,2020-21,112.99999999999999,0.459,0.425,0.248,0.46399999999999997,0.231,0.062,0.28600000000000003,0.5,0.69,0.282,1,0.23,0.731
Keshawn Williams,Keshawn Williams,Tulsa,Tulsa,2020-21,52,0.45000000000000007,0.337,0.40399999999999997,0.33299999999999996,0.14300000000000002,0.34600000000000003,0.33299999999999996,0,0.25,0.231,0.667,0.462,0.917
Josh Earley,Josh Earley,Tulsa,Tulsa,2020-21,14.000000000000002,0.4010000000000001,0.429,0.5710000000000001,0.625,1,0.429,0.16699999999999998,0,0,NA,NA,0.14300000000000002,0
David Singleton,David Singleton,UCLA,UCLA,2020-21,112.99999999999999,0.634,0.628,0.044000000000000004,0.4,0,0.212,0.375,0.222,0.743,0.47600000000000003,0.975,0.115,0.6920000000000001
Jalen Hill,Jalen Hill,UCLA,UCLA,2020-21,54,0.6,0.556,0.648,0.743,0.731,0.35200000000000004,0.21100000000000002,0.25,0,NA,NA,0.852,0.674
Jaime Jaquez,Jaquez Jaime,UCLA,UCLA,2020-21,280,0.56,0.536,0.361,0.644,0.385,0.314,0.35200000000000004,0.419,0.325,0.396,0.778,0.379,0.66
Cody Riley,Cody Riley,UCLA,UCLA,2020-21,211,0.5740000000000001,0.545,0.517,0.6509999999999999,0.648,0.474,0.44,0.682,0.009000000000000001,0,NA,0.493,0.6629999999999999
Chris Smith,Chris Smith,UCLA,UCLA,2020-21,73,0.5660000000000001,0.507,0.315,0.652,0.4,0.41100000000000003,0.233,0.14300000000000002,0.27399999999999997,0.5,1,0.466,0.794
Jaylen Clark,Jaylen Clark,UCLA,UCLA,2020-21,56.00000000000001,0.5640000000000001,0.518,0.5539999999999999,0.645,0.35,0.28600000000000003,0.375,0.5,0.161,0.222,1,0.429,0.75
Jules Bernard,Jules Bernard,UCLA,UCLA,2020-21,248,0.552,0.514,0.262,0.569,0.324,0.359,0.39299999999999996,0.2,0.379,0.39399999999999996,0.757,0.355,0.7390000000000001
Mac Etienne,Mac Etienne,UCLA,UCLA,2020-21,24,0.539,0.583,0.625,0.667,0.7,0.375,0.444,0.5,0,NA,NA,0.5,0.33299999999999996
Johnny Juzang,Johnny Juzang,UCLA,UCLA,2020-21,352,0.552,0.52,0.134,0.574,0.444,0.43799999999999994,0.48700000000000004,0.36,0.429,0.358,0.759,0.185,0.877
Tyger Campbell,Tyger Campbell,UCLA,UCLA,2020-21,287,0.49300000000000005,0.451,0.254,0.507,0.054000000000000006,0.502,0.465,0.09,0.244,0.243,0.941,0.275,0.772
Jake Kyman,Jake Kyman,UCLA,UCLA,2020-21,89,0.498,0.494,0.09,0.5,0.5,0.348,0.419,0.385,0.562,0.36,0.9440000000000001,0.034,0.667
Kenneth Nwuba,Kenneth Nwuba,UCLA,UCLA,2020-21,7.000000000000001,0.134,0.14300000000000002,0.5710000000000001,0.25,0,0.429,0,NA,0,NA,NA,0.14300000000000002,0
Evan Mobley,Evan Mobley,Southern California,Southern California,2020-21,317,0.614,0.5820000000000001,0.426,0.763,0.485,0.46399999999999997,0.46299999999999997,0.441,0.11,0.257,1,0.5429999999999999,0.703
Isaiah White,Isaiah White,Southern California,Southern California,2020-21,163,0.5680000000000001,0.561,0.47200000000000003,0.597,0.457,0.147,0.45799999999999996,0.091,0.38,0.371,0.9570000000000001,0.337,0.5820000000000001
Tahj Eaddy,Tahj Eaddy,Southern California,Southern California,2020-21,338,0.5660000000000001,0.54,0.157,0.585,0.09699999999999999,0.36700000000000005,0.484,0.15,0.47600000000000003,0.379,0.787,0.207,0.7859999999999999
Noah Baumann,Noah Baumann,Southern California,Southern California,2020-21,78,0.535,0.545,0.038,0.667,0,0.218,0.706,0.41700000000000004,0.7440000000000001,0.32799999999999996,0.737,0.064,0.2
Chevez Goodwin,Chevez Goodwin,Southern California,Southern California,2020-21,121,0.547,0.537,0.47100000000000003,0.649,0.514,0.521,0.444,0.35700000000000004,0.008,0,NA,0.43799999999999994,0.5660000000000001
Drew Peterson,Drew Peterson,Southern California,Southern California,2020-21,249.00000000000003,0.52,0.49,0.313,0.462,0.278,0.337,0.452,0.158,0.349,0.368,0.938,0.309,0.688
Isaiah Mobley,Isaiah Mobley,Southern California,Southern California,2020-21,225,0.528,0.513,0.42200000000000004,0.611,0.603,0.42700000000000005,0.365,0.514,0.151,0.441,0.8,0.449,0.564
Ethan Anderson,Ethan Anderson,Southern California,Southern California,2020-21,126,0.45999999999999996,0.433,0.262,0.39399999999999996,0,0.413,0.365,0,0.325,0.366,0.867,0.31,0.615
Max Agbonkpolo,Max Agbonkpolo,Southern California,Southern California,2020-21,102,0.47200000000000003,0.42200000000000004,0.275,0.607,0.588,0.16699999999999998,0.294,0.4,0.5589999999999999,0.24600000000000002,0.929,0.34299999999999997,0.743
Lahat Thioune,Lahat Thioune,Utah,Utah,2020-21,16,0.754,0.7190000000000001,0.688,0.636,0.7140000000000001,0.25,0.75,0.667,0.062,1,0,0.25,1
Mikael Jantunen,Mikael Jantunen,Utah,Utah,2020-21,114.99999999999999,0.6759999999999999,0.643,0.6,0.7390000000000001,0.745,0.165,0.42100000000000004,0.625,0.235,0.37,0.9,0.304,0.857
Pelle Larsson,Pelle Larsson,Utah,Utah,2020-21,135,0.624,0.5589999999999999,0.452,0.59,0.361,0.14800000000000002,0.1,0,0.4,0.46299999999999997,0.84,0.444,0.883
Ian Martinez,Ian Martinez,Utah,Utah,2020-21,93,0.599,0.5539999999999999,0.344,0.594,0.21100000000000002,0.29,0.593,0.188,0.366,0.324,0.818,0.33299999999999996,0.8390000000000001
Branden Carlson,Branden Carlson,Utah,Utah,2020-21,178,0.585,0.579,0.41600000000000004,0.73,0.759,0.47200000000000003,0.405,0.706,0.11199999999999999,0.5,1,0.258,0.609
Alfonso Plummer,Alfonso Plummer,Utah,Utah,2020-21,281,0.5720000000000001,0.555,0.21,0.5760000000000001,0.324,0.196,0.473,0.192,0.594,0.38299999999999995,0.8590000000000001,0.121,0.8240000000000001
Riley Battin,Riley Battin,Utah,Utah,2020-21,140,0.541,0.504,0.28600000000000003,0.5,0.4,0.15,0.47600000000000003,0.8,0.564,0.342,0.9259999999999999,0.2,0.893
Timmy Allen,Timmy Allen,Utah,Utah,2020-21,332,0.536,0.48,0.536,0.573,0.353,0.34,0.363,0.293,0.12300000000000001,0.268,1,0.431,0.769
Rylan Jones,Rylan Jones,Utah,Utah,2020-21,70,0.47400000000000003,0.44299999999999995,0.22899999999999998,0.688,0.273,0.2,0.14300000000000002,0,0.5710000000000001,0.3,0.41700000000000004,0.243,0.706
Jaxon Brenchley,Jaxon  Brenchley,Utah,Utah,2020-21,19,0.23700000000000002,0.237,0.263,0.6,0,0.053,0,NA,0.684,0.077,1,0,NA
Hason Ward,Hason Ward,Virginia Commonwealth,Virginia Commonwealth,2020-21,114.99999999999999,0.612,0.583,0.8170000000000001,0.638,0.733,0.13,0.467,0.5710000000000001,0.052000000000000005,0,NA,0.391,0.733
Nah'Shon Hyland,Nah'Shon Hyland,Virginia Commonwealth,Virginia Commonwealth,2020-21,340,0.596,0.5489999999999999,0.306,0.635,0.348,0.147,0.34,0.17600000000000002,0.547,0.371,0.667,0.321,0.862
Jimmy Clark,Jimmy Clark III,Virginia Commonwealth,Virginia Commonwealth,2020-21,72,0.58,0.542,0.569,0.61,0.16,0.083,0.833,0.2,0.34700000000000003,0.24,0.667,0.264,0.8420000000000001
Vince Williams,Vince Williams,Virginia Commonwealth,Virginia Commonwealth,2020-21,202.99999999999997,0.5700000000000001,0.52,0.345,0.486,0.382,0.14300000000000002,0.24100000000000002,0,0.512,0.413,0.698,0.40399999999999997,0.7929999999999999
Levi Stockard,Levi Stockard III,Virginia Commonwealth,Virginia Commonwealth,2020-21,125,0.5680000000000001,0.552,0.616,0.649,0.62,0.384,0.396,0.737,0,NA,NA,0.29600000000000004,0.649
Corey Douglas,Corey Douglas,Virginia Commonwealth,Virginia Commonwealth,2020-21,89,0.5660000000000001,0.539,0.685,0.623,0.789,0.281,0.4,0.5,0.034,0,NA,0.23600000000000002,0.762
KeShawn Curry,Keshawn Curry,Virginia Commonwealth,Virginia Commonwealth,2020-21,76,0.526,0.513,0.5660000000000001,0.535,0.391,0.11800000000000001,0.444,0.25,0.316,0.33299999999999996,0.625,0.316,0.583
Jamir Watkins,Jamir Watkins,Virginia Commonwealth,Virginia Commonwealth,2020-21,157,0.508,0.45899999999999996,0.376,0.508,0.433,0.14,0.409,0.111,0.484,0.289,0.727,0.376,0.746
Josh Banks,Josh Banks,Virginia Commonwealth,Virginia Commonwealth,2020-21,56.99999999999999,0.503,0.465,0.491,0.536,0.5329999999999999,0.105,0.667,0.25,0.40399999999999997,0.217,1,0.316,0.722
Mikeal Brown-Jones,Mikeal Brown-Jones,Virginia Commonwealth,Virginia Commonwealth,2020-21,49,0.47600000000000003,0.429,0.653,0.5,0.375,0.122,0.33299999999999996,0,0.22399999999999998,0.182,1,0.51,0.64
